"jurisdiccion_aplicacion","grupo_etario","sexo","nombre_dosis_generica",cantidad
"Buenos Aires","12-17","F","1ra","656259"
"Buenos Aires","12-17","F","2da","493442"
"Buenos Aires","12-17","F","Adicional","2337"
"Buenos Aires","12-17","F","Refuerzo","464"
"Buenos Aires","12-17","F","Unica","10"
"Buenos Aires","12-17","M","1ra","653937"
"Buenos Aires","12-17","M","2da","482457"
"Buenos Aires","12-17","M","Adicional","2039"
"Buenos Aires","12-17","M","Refuerzo","373"
"Buenos Aires","12-17","M","Unica","5"
"Buenos Aires","18-29","F","1ra","1438528"
"Buenos Aires","18-29","F","2da","1178843"
"Buenos Aires","18-29","F","Adicional","16990"
"Buenos Aires","18-29","F","Refuerzo","20306"
"Buenos Aires","18-29","F","Unica","8588"
"Buenos Aires","18-29","M","1ra","1336448"
"Buenos Aires","18-29","M","2da","1017072"
"Buenos Aires","18-29","M","Adicional","12846"
"Buenos Aires","18-29","M","Refuerzo","8517"
"Buenos Aires","18-29","M","Unica","8621"
"Buenos Aires","18-29","S.I.","1ra","63"
"Buenos Aires","18-29","S.I.","2da","59"
"Buenos Aires","18-29","S.I.","Refuerzo","1"
"Buenos Aires","30-39","F","1ra","1181742"
"Buenos Aires","30-39","F","2da","1055846"
"Buenos Aires","30-39","F","Adicional","21996"
"Buenos Aires","30-39","F","Refuerzo","45592"
"Buenos Aires","30-39","F","Unica","4117"
"Buenos Aires","30-39","M","1ra","1122169"
"Buenos Aires","30-39","M","2da","950929"
"Buenos Aires","30-39","M","Adicional","17126"
"Buenos Aires","30-39","M","Refuerzo","18325"
"Buenos Aires","30-39","M","Unica","4096"
"Buenos Aires","30-39","S.I.","1ra","58"
"Buenos Aires","30-39","S.I.","2da","40"
"Buenos Aires","30-39","S.I.","Refuerzo","1"
"Buenos Aires","40-49","F","1ra","1104728"
"Buenos Aires","40-49","F","2da","1035470"
"Buenos Aires","40-49","F","Adicional","38736"
"Buenos Aires","40-49","F","Refuerzo","51849"
"Buenos Aires","40-49","F","Unica","1942"
"Buenos Aires","40-49","M","1ra","1056734"
"Buenos Aires","40-49","M","2da","962886"
"Buenos Aires","40-49","M","Adicional","28878"
"Buenos Aires","40-49","M","Refuerzo","21875"
"Buenos Aires","40-49","M","Unica","2098"
"Buenos Aires","40-49","S.I.","1ra","34"
"Buenos Aires","40-49","S.I.","2da","28"
"Buenos Aires","40-49","S.I.","Refuerzo","1"
"Buenos Aires","50-59","F","1ra","861012"
"Buenos Aires","50-59","F","2da","835063"
"Buenos Aires","50-59","F","Adicional","106583"
"Buenos Aires","50-59","F","Refuerzo","60671"
"Buenos Aires","50-59","F","Unica","881"
"Buenos Aires","50-59","M","1ra","806887"
"Buenos Aires","50-59","M","2da","773353"
"Buenos Aires","50-59","M","Adicional","92924"
"Buenos Aires","50-59","M","Refuerzo","26203"
"Buenos Aires","50-59","M","Unica","990"
"Buenos Aires","50-59","S.I.","1ra","10"
"Buenos Aires","50-59","S.I.","2da","7"
"Buenos Aires","50-59","S.I.","Adicional","2"
"Buenos Aires","60-69","F","1ra","738967"
"Buenos Aires","60-69","F","2da","717189"
"Buenos Aires","60-69","F","Adicional","95036"
"Buenos Aires","60-69","F","Refuerzo","86999"
"Buenos Aires","60-69","F","Unica","410"
"Buenos Aires","60-69","M","1ra","648695"
"Buenos Aires","60-69","M","2da","626879"
"Buenos Aires","60-69","M","Adicional","82001"
"Buenos Aires","60-69","M","Refuerzo","69073"
"Buenos Aires","60-69","M","Unica","363"
"Buenos Aires","60-69","S.I.","1ra","2"
"Buenos Aires","60-69","S.I.","2da","3"
"Buenos Aires","70-79","F","1ra","523012"
"Buenos Aires","70-79","F","2da","514002"
"Buenos Aires","70-79","F","Adicional","87952"
"Buenos Aires","70-79","F","Refuerzo","83809"
"Buenos Aires","70-79","F","Unica","196"
"Buenos Aires","70-79","M","1ra","390521"
"Buenos Aires","70-79","M","2da","383135"
"Buenos Aires","70-79","M","Adicional","66853"
"Buenos Aires","70-79","M","Refuerzo","68553"
"Buenos Aires","70-79","M","Unica","139"
"Buenos Aires","80-89","F","1ra","242588"
"Buenos Aires","80-89","F","2da","236187"
"Buenos Aires","80-89","F","Adicional","37229"
"Buenos Aires","80-89","F","Refuerzo","55170"
"Buenos Aires","80-89","F","Unica","133"
"Buenos Aires","80-89","M","1ra","129148"
"Buenos Aires","80-89","M","2da","125803"
"Buenos Aires","80-89","M","Adicional","22897"
"Buenos Aires","80-89","M","Refuerzo","33269"
"Buenos Aires","80-89","M","Unica","52"
"Buenos Aires","80-89","S.I.","1ra","2"
"Buenos Aires","80-89","S.I.","2da","1"
"Buenos Aires","90-99","F","1ra","49625"
"Buenos Aires","90-99","F","2da","47701"
"Buenos Aires","90-99","F","Adicional","6366"
"Buenos Aires","90-99","F","Refuerzo","9724"
"Buenos Aires","90-99","F","Unica","21"
"Buenos Aires","90-99","M","1ra","16033"
"Buenos Aires","90-99","M","2da","15463"
"Buenos Aires","90-99","M","Adicional","2611"
"Buenos Aires","90-99","M","Refuerzo","3768"
"Buenos Aires","90-99","M","Unica","4"
"Buenos Aires","<12","F","1ra","787251"
"Buenos Aires","<12","F","2da","465583"
"Buenos Aires","<12","F","Adicional","4"
"Buenos Aires","<12","F","Refuerzo","54"
"Buenos Aires","<12","M","1ra","805044"
"Buenos Aires","<12","M","2da","472833"
"Buenos Aires","<12","M","Adicional","7"
"Buenos Aires","<12","M","Refuerzo","40"
"Buenos Aires","<12","M","Unica","1"
"Buenos Aires",">=100","F","1ra","934"
"Buenos Aires",">=100","F","2da","844"
"Buenos Aires",">=100","F","Adicional","68"
"Buenos Aires",">=100","F","Refuerzo","158"
"Buenos Aires",">=100","F","Unica","1"
"Buenos Aires",">=100","M","1ra","187"
"Buenos Aires",">=100","M","2da","152"
"Buenos Aires",">=100","M","Adicional","24"
"Buenos Aires",">=100","M","Refuerzo","40"
"Buenos Aires","S.I.","F","1ra","19"
"Buenos Aires","S.I.","F","2da","16"
"Buenos Aires","S.I.","M","1ra","9"
"Buenos Aires","S.I.","M","2da","5"
"CABA","12-17","F","1ra","93209"
"CABA","12-17","F","2da","81830"
"CABA","12-17","F","Adicional","5"
"CABA","12-17","F","Refuerzo","19"
"CABA","12-17","F","Unica","6"
"CABA","12-17","M","1ra","94992"
"CABA","12-17","M","2da","82760"
"CABA","12-17","M","Adicional","5"
"CABA","12-17","M","Refuerzo","11"
"CABA","12-17","M","Unica","7"
"CABA","12-17","S.I.","1ra","10"
"CABA","12-17","S.I.","2da","7"
"CABA","18-29","F","1ra","224641"
"CABA","18-29","F","2da","201918"
"CABA","18-29","F","Adicional","925"
"CABA","18-29","F","Refuerzo","11702"
"CABA","18-29","F","Unica","7203"
"CABA","18-29","M","1ra","214337"
"CABA","18-29","M","2da","185794"
"CABA","18-29","M","Adicional","958"
"CABA","18-29","M","Refuerzo","5817"
"CABA","18-29","M","Unica","7217"
"CABA","18-29","S.I.","1ra","113"
"CABA","18-29","S.I.","2da","66"
"CABA","18-29","S.I.","Refuerzo","1"
"CABA","18-29","X","1ra","1"
"CABA","18-29","X","2da","1"
"CABA","30-39","F","1ra","245209"
"CABA","30-39","F","2da","229766"
"CABA","30-39","F","Adicional","1973"
"CABA","30-39","F","Refuerzo","32406"
"CABA","30-39","F","Unica","3746"
"CABA","30-39","M","1ra","233603"
"CABA","30-39","M","2da","214233"
"CABA","30-39","M","Adicional","2330"
"CABA","30-39","M","Refuerzo","16447"
"CABA","30-39","M","Unica","4237"
"CABA","30-39","S.I.","1ra","135"
"CABA","30-39","S.I.","2da","66"
"CABA","30-39","S.I.","Refuerzo","5"
"CABA","40-49","F","1ra","233061"
"CABA","40-49","F","2da","225481"
"CABA","40-49","F","Adicional","4021"
"CABA","40-49","F","Refuerzo","41876"
"CABA","40-49","F","Unica","1130"
"CABA","40-49","M","1ra","216121"
"CABA","40-49","M","2da","207563"
"CABA","40-49","M","Adicional","3356"
"CABA","40-49","M","Refuerzo","26012"
"CABA","40-49","M","Unica","1204"
"CABA","40-49","S.I.","1ra","46"
"CABA","40-49","S.I.","2da","36"
"CABA","40-49","S.I.","Refuerzo","2"
"CABA","50-59","F","1ra","183792"
"CABA","50-59","F","2da","178032"
"CABA","50-59","F","Adicional","25132"
"CABA","50-59","F","Refuerzo","22099"
"CABA","50-59","F","Unica","446"
"CABA","50-59","M","1ra","161288"
"CABA","50-59","M","2da","155694"
"CABA","50-59","M","Adicional","18051"
"CABA","50-59","M","Refuerzo","14553"
"CABA","50-59","M","Unica","506"
"CABA","50-59","S.I.","1ra","31"
"CABA","50-59","S.I.","2da","20"
"CABA","50-59","S.I.","Adicional","2"
"CABA","50-59","S.I.","Refuerzo","2"
"CABA","60-69","F","1ra","156084"
"CABA","60-69","F","2da","152309"
"CABA","60-69","F","Adicional","24614"
"CABA","60-69","F","Refuerzo","12363"
"CABA","60-69","F","Unica","195"
"CABA","60-69","M","1ra","122594"
"CABA","60-69","M","2da","119625"
"CABA","60-69","M","Adicional","18322"
"CABA","60-69","M","Refuerzo","7668"
"CABA","60-69","M","Unica","167"
"CABA","60-69","S.I.","1ra","12"
"CABA","60-69","S.I.","2da","9"
"CABA","60-69","S.I.","Adicional","1"
"CABA","70-79","F","1ra","135624"
"CABA","70-79","F","2da","133676"
"CABA","70-79","F","Adicional","43344"
"CABA","70-79","F","Refuerzo","10361"
"CABA","70-79","F","Unica","71"
"CABA","70-79","M","1ra","89293"
"CABA","70-79","M","2da","87688"
"CABA","70-79","M","Adicional","29876"
"CABA","70-79","M","Refuerzo","6736"
"CABA","70-79","M","Unica","53"
"CABA","70-79","S.I.","1ra","3"
"CABA","70-79","S.I.","2da","3"
"CABA","80-89","F","1ra","81645"
"CABA","80-89","F","2da","78918"
"CABA","80-89","F","Adicional","38446"
"CABA","80-89","F","Refuerzo","7259"
"CABA","80-89","F","Unica","36"
"CABA","80-89","M","1ra","41100"
"CABA","80-89","M","2da","39650"
"CABA","80-89","M","Adicional","21422"
"CABA","80-89","M","Refuerzo","3726"
"CABA","80-89","M","Unica","14"
"CABA","90-99","F","1ra","22316"
"CABA","90-99","F","2da","21704"
"CABA","90-99","F","Adicional","9250"
"CABA","90-99","F","Refuerzo","1985"
"CABA","90-99","F","Unica","9"
"CABA","90-99","M","1ra","7176"
"CABA","90-99","M","2da","6839"
"CABA","90-99","M","Adicional","3453"
"CABA","90-99","M","Refuerzo","635"
"CABA","90-99","M","Unica","6"
"CABA","90-99","S.I.","1ra","2"
"CABA","90-99","S.I.","2da","1"
"CABA","<12","F","1ra","100616"
"CABA","<12","F","2da","70982"
"CABA","<12","F","Adicional","1"
"CABA","<12","F","Refuerzo","1"
"CABA","<12","F","Unica","1"
"CABA","<12","M","1ra","104037"
"CABA","<12","M","2da","73348"
"CABA","<12","M","Adicional","1"
"CABA","<12","M","Refuerzo","1"
"CABA","<12","M","Unica","3"
"CABA","<12","S.I.","1ra","9"
"CABA","<12","S.I.","2da","5"
"CABA",">=100","F","1ra","682"
"CABA",">=100","F","2da","559"
"CABA",">=100","F","Adicional","187"
"CABA",">=100","F","Refuerzo","56"
"CABA",">=100","F","Unica","2"
"CABA",">=100","M","1ra","206"
"CABA",">=100","M","2da","86"
"CABA",">=100","M","Adicional","31"
"CABA",">=100","M","Refuerzo","9"
"CABA",">=100","M","Unica","1"
"CABA","S.I.","F","1ra","10"
"CABA","S.I.","F","2da","9"
"CABA","S.I.","M","1ra","1"
"CABA","S.I.","M","2da","1"
"Catamarca","12-17","F","1ra","18735"
"Catamarca","12-17","F","2da","11022"
"Catamarca","12-17","F","Adicional","1"
"Catamarca","12-17","F","Refuerzo","2"
"Catamarca","12-17","F","Unica","5"
"Catamarca","12-17","M","1ra","18732"
"Catamarca","12-17","M","2da","10597"
"Catamarca","12-17","M","Adicional","2"
"Catamarca","12-17","M","Refuerzo","3"
"Catamarca","12-17","M","Unica","1"
"Catamarca","12-17","S.I.","1ra","732"
"Catamarca","12-17","S.I.","2da","380"
"Catamarca","18-29","F","1ra","43532"
"Catamarca","18-29","F","2da","36977"
"Catamarca","18-29","F","Adicional","38"
"Catamarca","18-29","F","Refuerzo","546"
"Catamarca","18-29","F","Unica","254"
"Catamarca","18-29","M","1ra","43024"
"Catamarca","18-29","M","2da","33833"
"Catamarca","18-29","M","Adicional","34"
"Catamarca","18-29","M","Refuerzo","285"
"Catamarca","18-29","M","Unica","395"
"Catamarca","18-29","S.I.","1ra","790"
"Catamarca","18-29","S.I.","2da","558"
"Catamarca","18-29","S.I.","Refuerzo","1"
"Catamarca","18-29","S.I.","Unica","16"
"Catamarca","30-39","F","1ra","30618"
"Catamarca","30-39","F","2da","27999"
"Catamarca","30-39","F","Adicional","77"
"Catamarca","30-39","F","Refuerzo","1412"
"Catamarca","30-39","F","Unica","86"
"Catamarca","30-39","M","1ra","29925"
"Catamarca","30-39","M","2da","26064"
"Catamarca","30-39","M","Adicional","78"
"Catamarca","30-39","M","Refuerzo","676"
"Catamarca","30-39","M","Unica","128"
"Catamarca","30-39","S.I.","1ra","354"
"Catamarca","30-39","S.I.","2da","251"
"Catamarca","30-39","S.I.","Adicional","2"
"Catamarca","30-39","S.I.","Refuerzo","10"
"Catamarca","30-39","S.I.","Unica","5"
"Catamarca","40-49","F","1ra","27127"
"Catamarca","40-49","F","2da","25571"
"Catamarca","40-49","F","Adicional","177"
"Catamarca","40-49","F","Refuerzo","2162"
"Catamarca","40-49","F","Unica","63"
"Catamarca","40-49","M","1ra","26787"
"Catamarca","40-49","M","2da","24571"
"Catamarca","40-49","M","Adicional","190"
"Catamarca","40-49","M","Refuerzo","1137"
"Catamarca","40-49","M","Unica","82"
"Catamarca","40-49","S.I.","1ra","322"
"Catamarca","40-49","S.I.","2da","273"
"Catamarca","40-49","S.I.","Adicional","2"
"Catamarca","40-49","S.I.","Refuerzo","17"
"Catamarca","40-49","S.I.","Unica","2"
"Catamarca","50-59","F","1ra","19396"
"Catamarca","50-59","F","2da","18497"
"Catamarca","50-59","F","Adicional","1584"
"Catamarca","50-59","F","Refuerzo","924"
"Catamarca","50-59","F","Unica","24"
"Catamarca","50-59","M","1ra","18973"
"Catamarca","50-59","M","2da","17705"
"Catamarca","50-59","M","Adicional","1050"
"Catamarca","50-59","M","Refuerzo","538"
"Catamarca","50-59","M","Unica","31"
"Catamarca","50-59","S.I.","1ra","170"
"Catamarca","50-59","S.I.","2da","145"
"Catamarca","50-59","S.I.","Adicional","11"
"Catamarca","50-59","S.I.","Refuerzo","3"
"Catamarca","60-69","F","1ra","15224"
"Catamarca","60-69","F","2da","14617"
"Catamarca","60-69","F","Adicional","2414"
"Catamarca","60-69","F","Refuerzo","477"
"Catamarca","60-69","F","Unica","14"
"Catamarca","60-69","M","1ra","14746"
"Catamarca","60-69","M","2da","13876"
"Catamarca","60-69","M","Adicional","2004"
"Catamarca","60-69","M","Refuerzo","489"
"Catamarca","60-69","M","Unica","23"
"Catamarca","60-69","S.I.","1ra","198"
"Catamarca","60-69","S.I.","2da","159"
"Catamarca","60-69","S.I.","Adicional","14"
"Catamarca","60-69","S.I.","Refuerzo","3"
"Catamarca","60-69","X","1ra","1"
"Catamarca","60-69","X","2da","1"
"Catamarca","60-69","X","Adicional","1"
"Catamarca","70-79","F","1ra","9470"
"Catamarca","70-79","F","2da","9137"
"Catamarca","70-79","F","Adicional","2343"
"Catamarca","70-79","F","Refuerzo","643"
"Catamarca","70-79","F","Unica","7"
"Catamarca","70-79","M","1ra","8032"
"Catamarca","70-79","M","2da","7680"
"Catamarca","70-79","M","Adicional","1918"
"Catamarca","70-79","M","Refuerzo","573"
"Catamarca","70-79","M","Unica","6"
"Catamarca","70-79","S.I.","1ra","232"
"Catamarca","70-79","S.I.","2da","171"
"Catamarca","70-79","S.I.","Adicional","37"
"Catamarca","70-79","S.I.","Refuerzo","10"
"Catamarca","80-89","F","1ra","4196"
"Catamarca","80-89","F","2da","3854"
"Catamarca","80-89","F","Adicional","883"
"Catamarca","80-89","F","Refuerzo","558"
"Catamarca","80-89","F","Unica","1"
"Catamarca","80-89","M","1ra","2575"
"Catamarca","80-89","M","2da","2330"
"Catamarca","80-89","M","Adicional","482"
"Catamarca","80-89","M","Refuerzo","378"
"Catamarca","80-89","M","Unica","2"
"Catamarca","80-89","S.I.","1ra","142"
"Catamarca","80-89","S.I.","2da","98"
"Catamarca","80-89","S.I.","Adicional","12"
"Catamarca","80-89","S.I.","Refuerzo","9"
"Catamarca","90-99","F","1ra","802"
"Catamarca","90-99","F","2da","707"
"Catamarca","90-99","F","Adicional","163"
"Catamarca","90-99","F","Refuerzo","77"
"Catamarca","90-99","F","Unica","1"
"Catamarca","90-99","M","1ra","323"
"Catamarca","90-99","M","2da","274"
"Catamarca","90-99","M","Adicional","50"
"Catamarca","90-99","M","Refuerzo","25"
"Catamarca","90-99","S.I.","1ra","46"
"Catamarca","90-99","S.I.","2da","37"
"Catamarca","90-99","S.I.","Adicional","8"
"Catamarca","90-99","S.I.","Refuerzo","3"
"Catamarca","<12","F","1ra","24440"
"Catamarca","<12","F","2da","11395"
"Catamarca","<12","F","Adicional","2"
"Catamarca","<12","F","Refuerzo","2"
"Catamarca","<12","M","1ra","24756"
"Catamarca","<12","M","2da","11564"
"Catamarca","<12","M","Adicional","4"
"Catamarca","<12","S.I.","1ra","1888"
"Catamarca","<12","S.I.","2da","895"
"Catamarca",">=100","F","1ra","8"
"Catamarca",">=100","F","2da","8"
"Catamarca",">=100","F","Adicional","3"
"Catamarca",">=100","M","1ra","6"
"Catamarca",">=100","M","2da","2"
"Catamarca",">=100","M","Adicional","3"
"Catamarca",">=100","S.I.","1ra","2"
"Catamarca",">=100","S.I.","2da","2"
"Catamarca",">=100","S.I.","Refuerzo","1"
"Chaco","12-17","F","1ra","35428"
"Chaco","12-17","F","2da","21180"
"Chaco","12-17","F","Adicional","24"
"Chaco","12-17","F","Refuerzo","24"
"Chaco","12-17","F","Unica","1"
"Chaco","12-17","M","1ra","32742"
"Chaco","12-17","M","2da","18984"
"Chaco","12-17","M","Adicional","26"
"Chaco","12-17","M","Refuerzo","29"
"Chaco","12-17","S.I.","1ra","1004"
"Chaco","12-17","S.I.","2da","404"
"Chaco","18-29","F","1ra","112265"
"Chaco","18-29","F","2da","78741"
"Chaco","18-29","F","Adicional","293"
"Chaco","18-29","F","Refuerzo","1557"
"Chaco","18-29","F","Unica","629"
"Chaco","18-29","M","1ra","101335"
"Chaco","18-29","M","2da","62788"
"Chaco","18-29","M","Adicional","203"
"Chaco","18-29","M","Refuerzo","1170"
"Chaco","18-29","M","Unica","641"
"Chaco","18-29","S.I.","1ra","1385"
"Chaco","18-29","S.I.","2da","682"
"Chaco","18-29","S.I.","Adicional","1"
"Chaco","18-29","S.I.","Refuerzo","8"
"Chaco","18-29","S.I.","Unica","9"
"Chaco","18-29","X","1ra","1"
"Chaco","30-39","F","1ra","81115"
"Chaco","30-39","F","2da","64026"
"Chaco","30-39","F","Adicional","502"
"Chaco","30-39","F","Refuerzo","3779"
"Chaco","30-39","F","Unica","384"
"Chaco","30-39","M","1ra","75018"
"Chaco","30-39","M","2da","53725"
"Chaco","30-39","M","Adicional","364"
"Chaco","30-39","M","Refuerzo","2770"
"Chaco","30-39","M","Unica","332"
"Chaco","30-39","S.I.","1ra","783"
"Chaco","30-39","S.I.","2da","442"
"Chaco","30-39","S.I.","Adicional","3"
"Chaco","30-39","S.I.","Refuerzo","13"
"Chaco","30-39","S.I.","Unica","3"
"Chaco","40-49","F","1ra","65785"
"Chaco","40-49","F","2da","54660"
"Chaco","40-49","F","Adicional","880"
"Chaco","40-49","F","Refuerzo","4694"
"Chaco","40-49","F","Unica","217"
"Chaco","40-49","M","1ra","61858"
"Chaco","40-49","M","2da","48191"
"Chaco","40-49","M","Adicional","610"
"Chaco","40-49","M","Refuerzo","3025"
"Chaco","40-49","M","Unica","253"
"Chaco","40-49","S.I.","1ra","699"
"Chaco","40-49","S.I.","2da","428"
"Chaco","40-49","S.I.","Adicional","7"
"Chaco","40-49","S.I.","Refuerzo","18"
"Chaco","40-49","S.I.","Unica","2"
"Chaco","50-59","F","1ra","49178"
"Chaco","50-59","F","2da","42296"
"Chaco","50-59","F","Adicional","3398"
"Chaco","50-59","F","Refuerzo","3223"
"Chaco","50-59","F","Unica","134"
"Chaco","50-59","M","1ra","45948"
"Chaco","50-59","M","2da","37840"
"Chaco","50-59","M","Adicional","2268"
"Chaco","50-59","M","Refuerzo","2097"
"Chaco","50-59","M","Unica","176"
"Chaco","50-59","S.I.","1ra","492"
"Chaco","50-59","S.I.","2da","293"
"Chaco","50-59","S.I.","Adicional","11"
"Chaco","50-59","S.I.","Refuerzo","6"
"Chaco","50-59","S.I.","Unica","7"
"Chaco","60-69","F","1ra","40373"
"Chaco","60-69","F","2da","36046"
"Chaco","60-69","F","Adicional","5874"
"Chaco","60-69","F","Refuerzo","4541"
"Chaco","60-69","F","Unica","79"
"Chaco","60-69","M","1ra","37465"
"Chaco","60-69","M","2da","32949"
"Chaco","60-69","M","Adicional","5048"
"Chaco","60-69","M","Refuerzo","3608"
"Chaco","60-69","M","Unica","100"
"Chaco","60-69","S.I.","1ra","429"
"Chaco","60-69","S.I.","2da","273"
"Chaco","60-69","S.I.","Adicional","27"
"Chaco","60-69","S.I.","Refuerzo","15"
"Chaco","70-79","F","1ra","21682"
"Chaco","70-79","F","2da","19404"
"Chaco","70-79","F","Adicional","2744"
"Chaco","70-79","F","Refuerzo","3992"
"Chaco","70-79","F","Unica","42"
"Chaco","70-79","M","1ra","17558"
"Chaco","70-79","M","2da","15625"
"Chaco","70-79","M","Adicional","2382"
"Chaco","70-79","M","Refuerzo","3273"
"Chaco","70-79","M","Unica","41"
"Chaco","70-79","S.I.","1ra","320"
"Chaco","70-79","S.I.","2da","212"
"Chaco","70-79","S.I.","Adicional","27"
"Chaco","70-79","S.I.","Refuerzo","38"
"Chaco","80-89","F","1ra","9070"
"Chaco","80-89","F","2da","8026"
"Chaco","80-89","F","Adicional","1257"
"Chaco","80-89","F","Refuerzo","1834"
"Chaco","80-89","F","Unica","13"
"Chaco","80-89","M","1ra","5090"
"Chaco","80-89","M","2da","4442"
"Chaco","80-89","M","Adicional","762"
"Chaco","80-89","M","Refuerzo","1039"
"Chaco","80-89","M","Unica","8"
"Chaco","80-89","S.I.","1ra","225"
"Chaco","80-89","S.I.","2da","182"
"Chaco","80-89","S.I.","Adicional","11"
"Chaco","80-89","S.I.","Refuerzo","28"
"Chaco","90-99","F","1ra","1298"
"Chaco","90-99","F","2da","1119"
"Chaco","90-99","F","Adicional","165"
"Chaco","90-99","F","Refuerzo","229"
"Chaco","90-99","F","Unica","3"
"Chaco","90-99","M","1ra","500"
"Chaco","90-99","M","2da","429"
"Chaco","90-99","M","Adicional","63"
"Chaco","90-99","M","Refuerzo","79"
"Chaco","90-99","M","Unica","3"
"Chaco","90-99","S.I.","1ra","81"
"Chaco","90-99","S.I.","2da","58"
"Chaco","90-99","S.I.","Adicional","4"
"Chaco","90-99","S.I.","Refuerzo","8"
"Chaco","<12","F","1ra","40430"
"Chaco","<12","F","2da","16858"
"Chaco","<12","F","Adicional","8"
"Chaco","<12","F","Refuerzo","16"
"Chaco","<12","M","1ra","39824"
"Chaco","<12","M","2da","16142"
"Chaco","<12","M","Adicional","8"
"Chaco","<12","M","Refuerzo","12"
"Chaco","<12","S.I.","1ra","3046"
"Chaco","<12","S.I.","2da","1045"
"Chaco","<12","S.I.","Refuerzo","1"
"Chaco","<12","X","1ra","1"
"Chaco","<12","X","2da","1"
"Chaco",">=100","F","1ra","26"
"Chaco",">=100","F","2da","19"
"Chaco",">=100","F","Adicional","4"
"Chaco",">=100","F","Refuerzo","5"
"Chaco",">=100","M","1ra","13"
"Chaco",">=100","M","2da","7"
"Chaco",">=100","M","Adicional","3"
"Chaco",">=100","S.I.","1ra","6"
"Chaco",">=100","S.I.","2da","2"
"Chaco",">=100","S.I.","Refuerzo","1"
"Chaco","S.I.","M","1ra","1"
"Chubut","12-17","F","1ra","20685"
"Chubut","12-17","F","2da","13354"
"Chubut","12-17","F","Refuerzo","10"
"Chubut","12-17","M","1ra","19700"
"Chubut","12-17","M","2da","12096"
"Chubut","12-17","M","Adicional","3"
"Chubut","12-17","M","Refuerzo","4"
"Chubut","12-17","S.I.","1ra","515"
"Chubut","12-17","S.I.","2da","286"
"Chubut","12-17","S.I.","Refuerzo","1"
"Chubut","18-29","F","1ra","47214"
"Chubut","18-29","F","2da","35266"
"Chubut","18-29","F","Adicional","35"
"Chubut","18-29","F","Refuerzo","512"
"Chubut","18-29","F","Unica","29"
"Chubut","18-29","M","1ra","45274"
"Chubut","18-29","M","2da","30518"
"Chubut","18-29","M","Adicional","41"
"Chubut","18-29","M","Refuerzo","221"
"Chubut","18-29","M","Unica","47"
"Chubut","18-29","S.I.","1ra","758"
"Chubut","18-29","S.I.","2da","420"
"Chubut","18-29","S.I.","Refuerzo","2"
"Chubut","30-39","F","1ra","42070"
"Chubut","30-39","F","2da","35154"
"Chubut","30-39","F","Adicional","109"
"Chubut","30-39","F","Refuerzo","1680"
"Chubut","30-39","F","Unica","31"
"Chubut","30-39","M","1ra","41719"
"Chubut","30-39","M","2da","32587"
"Chubut","30-39","M","Adicional","75"
"Chubut","30-39","M","Refuerzo","676"
"Chubut","30-39","M","Unica","28"
"Chubut","30-39","S.I.","1ra","665"
"Chubut","30-39","S.I.","2da","452"
"Chubut","30-39","S.I.","Adicional","3"
"Chubut","30-39","S.I.","Refuerzo","6"
"Chubut","30-39","S.I.","Unica","2"
"Chubut","40-49","F","1ra","37971"
"Chubut","40-49","F","2da","34035"
"Chubut","40-49","F","Adicional","308"
"Chubut","40-49","F","Refuerzo","2159"
"Chubut","40-49","F","Unica","12"
"Chubut","40-49","M","1ra","38630"
"Chubut","40-49","M","2da","33230"
"Chubut","40-49","M","Adicional","235"
"Chubut","40-49","M","Refuerzo","1121"
"Chubut","40-49","M","Unica","26"
"Chubut","40-49","S.I.","1ra","600"
"Chubut","40-49","S.I.","2da","446"
"Chubut","40-49","S.I.","Adicional","4"
"Chubut","40-49","S.I.","Refuerzo","8"
"Chubut","50-59","F","1ra","27086"
"Chubut","50-59","F","2da","25215"
"Chubut","50-59","F","Adicional","1983"
"Chubut","50-59","F","Refuerzo","1396"
"Chubut","50-59","F","Unica","8"
"Chubut","50-59","M","1ra","26599"
"Chubut","50-59","M","2da","24203"
"Chubut","50-59","M","Adicional","1768"
"Chubut","50-59","M","Refuerzo","832"
"Chubut","50-59","M","Unica","15"
"Chubut","50-59","S.I.","1ra","362"
"Chubut","50-59","S.I.","2da","274"
"Chubut","50-59","S.I.","Adicional","13"
"Chubut","50-59","S.I.","Refuerzo","9"
"Chubut","50-59","S.I.","Unica","1"
"Chubut","60-69","F","1ra","21378"
"Chubut","60-69","F","2da","20592"
"Chubut","60-69","F","Adicional","3405"
"Chubut","60-69","F","Refuerzo","1171"
"Chubut","60-69","F","Unica","8"
"Chubut","60-69","M","1ra","20092"
"Chubut","60-69","M","2da","19200"
"Chubut","60-69","M","Adicional","2780"
"Chubut","60-69","M","Refuerzo","1094"
"Chubut","60-69","M","Unica","9"
"Chubut","60-69","S.I.","1ra","246"
"Chubut","60-69","S.I.","2da","202"
"Chubut","60-69","S.I.","Adicional","24"
"Chubut","60-69","S.I.","Refuerzo","8"
"Chubut","70-79","F","1ra","12882"
"Chubut","70-79","F","2da","12413"
"Chubut","70-79","F","Adicional","1370"
"Chubut","70-79","F","Refuerzo","1536"
"Chubut","70-79","F","Unica","4"
"Chubut","70-79","M","1ra","10754"
"Chubut","70-79","M","2da","10394"
"Chubut","70-79","M","Adicional","1272"
"Chubut","70-79","M","Refuerzo","1417"
